users,,,,
,7000000003,paytm@123,noppbl_nopostpaid_login_autologin,
,8791465868,Paytm@1234,basic_login,
,9560460951,Paytm@1234,basic_login,
,7000000001,paytm@123,nopostpaid_login_nomgv,
,5555000014,Paytm@1234,basic,
,5904446657,paytm@123,ivr,
,5555000009,paytm@123,addmoneyrejected,
,5555000010,Paytm@1234,basic,
,5500110002,Paytm@1234,basic_noppbl,
,5555000013,Paytm@1234,basic_ppbl,
,5555000015,Paytm@1234,basic_nopostpaid,
,5555000016,Paytm@1234,basic_nopostpaid,
,5555000020,paytm@123,basic_nopostpaid,
,5555000021,Paytm@1234,basic_nopostpaid,
,5555000023,Paytm@1234,basic_nopostpaid,
,5555000024,Paytm@1234,basic_nopostpaid,
,5555000025,Paytm@1234,basic_nopostpaid,
,5555000026,Paytm@1234,basic_nopostpaid,
,5555000027,Paytm@1234,basic,
,5555000028,Paytm@1234,basic,
,5555000029,Paytm@1234,basic,
,5555000030,Paytm@1234,basic,
,5555000031,Paytm@1234,savecardmigration,
,5555000035,Paytm@1234,savecardmigration,
,5555000036,Paytm@1234,savecardmigration,
,5555000037,Paytm@1234,savecardmigration,
,5555000038,Paytm@1234,savecardmigration,
,5555000039,Paytm@1234,basic,
,5555000040,Paytm@1234,basic,
,5555000041,Paytm@1234,basic,
,5555000042,Paytm@1234,basic,
,5555000043,Paytm@1234,basic_imps,
,8684922965,paytm@197,savedvpa,
,8684922965,paytm@197,vpaenabled_vpachecked_priority,
,5555000102,Paytm@1234,riskreject,
,8006006993,paytm@123,mgv_emidc,
,5555000017,Paytm@1234,foodwallet,
,9953907393,Paytm@1234,postpaidonboarding,
,9999106904,paytm@123,retrypaymode,
,6000000836,Paytm@1234,advancedeposit,
,9818686101,paytm@123,advancedepositlowbalanceuser_nonemidc,
,8237373929,Paytm@123,basictokyc,
,983434113,Invalid,invalidmobno,
,7011753627,Paytm@123,emidc,
,7480053111,Paytm@123,emidc,
,9036161899,Paytm@123,emidc,
,9958981935,Paytm@123,emidc,
,8527854369,paytm@123,riskverify,
,7123456788,paytm@123,MinKycExpired,
,7000100102,paytm@123,basic_login_mgv,
,7000100103,paytm@123,basic_login,
,7000100104,paytm@123,basic_login_loyalty,
,7000100105,paytm@123,basic_login_loyalty,
,7000100106,paytm@123,basic_login_loyalty,
,7000100107,paytm@123,basic_login_savecardmigration,
,7000100108,paytm@123,basic_login_savecardmigration,
,7000100109,paytm@123,basic_login_savecardmigration,
,7000100110,paytm@123,basic_login,
,7000100111,paytm@123,basic_login,
,7000100112,paytm@123,basic_login,
,7000100113,paytm@123,basic_login,
,7000100114,paytm@123,basic_login,
,6000000318,Paytm@1234,basic_login,
,6000000817,Paytm@1234,basic_login,
,6000000523,Paytm@1234,basic_login,
,6000000145,Paytm@1234,basic_login,
,6000000647,Paytm@1234,basic_login,
,6000000207,Paytm@1234,basic_login,
,6000000743,Paytm@1234,basic_login,
,6000000548,Paytm@1234,basic_login,
,6000000910,Paytm@1234,basic_login,
,6000000408,Paytm@1234,basic_login,
,6000000492,Paytm@1234,basic_login,
,6000000997,Paytm@1234,basic_login,
,6000000306,Paytm@1234,basic_login,
,6000000349,Paytm@1234,basic_login,
,6000000453,Paytm@1234,basic_login,
,6000000370,Paytm@1234,basic_login,
,6000000610,Paytm@1234,basic_login,
,6000000483,Paytm@1234,basic_login,
,6000000576,Paytm@1234,basic_login,
,6000000951,Paytm@1234,basic_login,
,7000100115,paytm@123,basic_login_postpaid,
,7000100116,paytm@123,basic_login_postpaid,
,7000100117,paytm@123,basic_login_postpaid,
,7000100118,paytm@123,basic_login_ppbl,
,7000100119,paytm@123,basic_login_postpaid,
,7000100120,paytm@123,basic_login_postpaid_ppbl,
,7000100121,paytm@123,basic_login_ppbl_postpaid,
,7000100122,paytm@123,basic_login_postpaid,
,7000100123,paytm@123,basic_login_ppbl_postpaid,
,7000100124,paytm@123,basic_login_postpaid,
,7000100125,paytm@123,basic_login_ppbl_postpaid,
,7000100126,paytm@123,basic_login_ppbl_postpaid,
,7000100127,paytm@123,basic_login_ppbl_postpaid,
,7000100128,paytm@123,basic_login_postpaid,
,7000100129,paytm@123,basic_login_postpaid,
,7000100130,paytm@123,basic_login_ppbl_postpaid,
,8527854369,paytm@123,limit,
,8813835008,paytm@123,SINGLECLICKENROLLCARD,
,8006006993,paytm@123,SINGLECLICKDENROLLCARD,
,8684922965,paytm@197,upiconsent,
,9999161601,paytm@123,edc,
,9799014633,paytm@197,link,
,8512005349,paytm@197,link,
,7275339423,paytm@197,link,
,7275339423,paytm@197,autolink,
,9711739316,paytm@123,expiredmgv,
,9034662227,paytm@123,smsnotsent,
,8006006993,paytm@123,UPIPUSHPG2,
,9972746530,paytm@123,UPIPG2FF4JCONFIGUSER,
,5888996655,paytm@123,DEACTIVATEDUSER,
,8006006993,paytm@123,LOYALTYPOINT,
,9182474811,paytm@123,USERPAYMODEPOSTPAID,
,5311501736,paytm@123,NEWWALLETUSER,
,5678312345,Paytm@123,WALLETLIMIT,
,7042668362,paytm@123,CREDITFREEZE,
,9599711105,paytm@123,DEBITFREEZE,
,8447085213,paytm@123,CREDITDEBITFREEZE,
,9799014633,paytm@197,linkzerowallet,
,7014107741,paytm@197,linkzerowallet,
,8006006993,paytm@197,linkzerowallet,
,9034662227,paytm@197,linkzerowallet,
,9759417329,chakshu1@,PG2WALLETUSER,
,9315365535,paytm@123,PG2POSTPAIDUSER,
,9654269965,paytm@123,BINTXN3,
,8586004363,paytm@123,OFFERS,
,,,,users
