users,,,,
,7000000003,Paytm@1234,basic_noppbl_nopostpaid,
,8791465868,Paytm@1234,basic,
,9560460951,Paytm@1234,basic,
,7000000001,Paytm@1234,basic_paytmccdisabled,
,5555000014,Paytm@1234,basic,
,5555000009,Paytm@1234,basic,
,5555000010,Paytm@1234,basic,
,5555000012,Paytm@1234,basic_ppbl_postpaid,
,5555000013,Paytm@1234,basic_ppbl,
,5555000015,Paytm@1234,basic,
,5555000016,Paytm@1234,basic,
,5555000020,paytm@123,basic,
,5555000021,Paytm@1234,basic,
,5555000023,Paytm@1234,basic,
,5555000024,Paytm@1234,basic,
,5555000025,Paytm@1234,basic,
,5555000026,Paytm@1234,basic,
,5555000027,Paytm@1234,basic,
,5555000028,Paytm@1234,basic,
,5555000029,Paytm@1234,basic,
,5555000030,Paytm@1234,basic,
,5555000031,Paytm@1234,basic,
,5555000032,Paytm@1234,basic,
,5555000035,Paytm@1234,basic,
,5555000036,Paytm@1234,basic,
,5555000037,Paytm@1234,basic,
,5555000038,Paytm@1234,basic,
,5555000039,Paytm@1234,basic,
,5555000040,Paytm@1234,basic,
,5555000041,Paytm@1234,basic,
,5555000042,Paytm@1234,basic,
,5555000043,Paytm@1234,basic,
,8684922965,paytm@197,vpaenabled
,5555000102,Paytm@1234,riskreject,
,8006006993,vidhi24,foodwallet,
,5555000017,Paytm@1234,foodwallet,
,9953907393,Paytm@1234,postpaidonboarding,
,9999106904,paytm@123,basic_advancedeposit,
,7123456788,paytm@123,minkycexpired,
,9654773125,paytm@123,EMIDCELIGIBLE,
,,,,users
